Enable succeeded: 
[stdout]
1,3,8,MQClientException:13051
1781193758003,16:02:38.003,192,1006,0,177932,13051,1,2,4,MQClientException:13051
1781193759003,16:02:39.003,193,1003,0,178935,13051,1,2,5,MQClientException:13051
1781193760004,16:02:40.004,194,1005,0,179940,13051,1,2,4,MQClientException:13051
1781193761004,16:02:41.004,195,1005,0,180945,13051,1,2,4,MQClientException:13051
1781193762004,16:02:42.004,196,1007,0,181952,13051,1,2,11,MQClientException:13051
1781193763005,16:02:43.005,197,1002,0,182954,13051,1,2,5,MQClientException:13051
1781193764005,16:02:44.005,198,1002,0,183957,13051,1,3,16,MQClientException:13051
1781193765005,16:02:45.005,199,1001,0,184957,13051,1,2,3,MQClientException:13051
1781193766006,16:02:46.006,200,1005,0,185962,13051,1,3,9,MQClientException:13051
1781193767006,16:02:47.006,201,1005,0,186967,13051,1,4,8,MQClientException:13051
1781193768006,16:02:48.006,202,1000,0,187968,13051,1,5,7,MQClientException:13051
1781193769007,16:02:49.007,203,1002,0,188970,13051,1,7,16,MQClientException:13051
1781193770007,16:02:50.007,204,1002,0,189971,13051,1,2,4,MQClientException:13051
1781193771007,16:02:51.007,205,1001,0,190972,13051,1,4,11,MQClientException:13051
1781193772008,16:02:52.008,206,1002,0,191974,13051,1,3,14,MQClientException:13051
1781193773008,16:02:53.008,207,1001,0,192975,13051,1,4,7,MQClientException:13051
1781193774008,16:02:54.008,208,1006,0,193981,13051,1,2,6,MQClientException:13051
1781193775008,16:02:55.008,209,1005,0,194986,13051,1,2,4,MQClientException:13051
1781193776009,16:02:56.009,210,1002,0,195988,13051,1,3,6,MQClientException:13051
1781193777009,16:02:57.009,211,1003,0,196991,13051,1,5,9,MQClientException:13051
1781193778009,16:02:58.009,212,1001,0,197995,13051,1,2,5,MQClientException:13051
1781193779010,16:02:59.010,213,1009,0,199001,13051,1,2,4,MQClientException:13051
1781193780010,16:03:00.010,214,1004,0,200005,13051,1,3,7,MQClientException:13051
1781193781010,16:03:01.010,215,1006,0,201011,13051,1,2,4,MQClientException:13051
1781193782011,16:03:02.011,216,1002,0,202013,13051,1,2,7,MQClientException:13051
1781193783011,16:03:03.011,217,1003,0,203016,13051,1,2,5,MQClientException:13051
1781193784011,16:03:04.011,218,1003,0,204019,13051,1,4,8,MQClientException:13051
1781193785012,16:03:05.012,219,1005,0,205024,13051,1,3,6,MQClientException:13051
1781193786012,16:03:06.012,220,1004,0,206028,13051,1,4,8,MQClientException:13051
1781193787012,16:03:07.012,221,1004,0,207032,13051,1,6,9,MQClientException:13051
1781193788013,16:03:08.013,222,998,0,208032,13051,1,2,9,MQClientException:13051
1781193789013,16:03:09.013,223,1006,0,209037,13051,1,3,5,MQClientException:13051
1781193790013,16:03:10.013,224,1003,0,210039,13051,1,3,8,MQClientException:13051
1781193791014,16:03:11.014,225,1002,0,211042,13051,1,2,6,MQClientException:13051
1781193792014,16:03:12.014,226,1002,0,212043,13051,1,5,9,MQClientException:13051
1781193793014,16:03:13.014,227,1005,0,213048,13051,1,4,10,MQClientException:13051
1781193794015,16:03:14.015,228,1006,0,214054,13051,1,2,2,MQClientException:13051
1781193795015,16:03:15.015,229,1003,0,215058,13051,1,2,4,MQClientException:13051
1781193796015,16:03:16.015,230,1004,0,216061,13051,1,4,9,MQClientException:13051
1781193797016,16:03:17.016,231,1003,0,217064,13051,1,2,3,MQClientException:13051
1781193798016,16:03:18.016,232,1004,0,218068,13051,1,2,2,MQClientException:13051
1781193799016,16:03:19.016,233,1004,0,219072,13051,1,3,4,MQClientException:13051
1781193800017,16:03:20.017,234,1004,0,220076,13051,1,2,4,MQClientException:13051
1781193801017,16:03:21.017,235,1004,0,221080,13051,1,2,10,MQClientException:13051
1781193802017,16:03:22.017,236,1001,0,222082,13051,1,2,3,MQClientException:13051
1781193803018,16:03:23.018,237,1003,0,223084,13051,1,5,9,MQClientException:13051
1781193804018,16:03:24.018,238,1006,0,224090,13051,1,2,4,MQClientException:13051
1781193805018,16:03:25.018,239,1003,0,225093,13051,1,2,3,MQClientException:13051
1781193806019,16:03:26.019,240,908,0,226001,13051,1,2,4,MQClientException:13051
=== PRODUCE_DONE line ===
PRODUCE_DONE okTotal=226001 failTotal=13051 runId=killA
running=0

[stderr]

