Enable succeeded: 
[stdout]
,0,940,135660,9425,0,0,0,MQClientException:9425
1781193712986,16:01:52.986,147,0,943,135660,10368,0,0,0,MQClientException:10368
1781193713986,16:01:53.986,148,0,911,135660,11279,0,0,0,MQClientException:11279
1781193714986,16:01:54.986,149,0,902,135660,12181,0,0,0,MQClientException:12181
1781193715987,16:01:55.987,150,56,870,135716,13051,2,20,20,MQClientException:13051
1781193716987,16:01:56.987,151,1013,0,136729,13051,1,2,5,MQClientException:13051
1781193717987,16:01:57.987,152,1009,0,137738,13051,1,2,5,MQClientException:13051
1781193718988,16:01:58.988,153,1011,0,138749,13051,1,2,6,MQClientException:13051
1781193719988,16:01:59.988,154,1003,0,139752,13051,1,3,4,MQClientException:13051
1781193720988,16:02:00.988,155,1009,0,140762,13051,1,2,4,MQClientException:13051
1781193721989,16:02:01.989,156,1002,0,141763,13051,1,5,7,MQClientException:13051
1781193722989,16:02:02.989,157,1010,0,142774,13051,1,2,5,MQClientException:13051
1781193723990,16:02:03.990,158,1008,0,143781,13051,1,2,4,MQClientException:13051
1781193724990,16:02:04.990,159,1005,0,144788,13051,1,3,7,MQClientException:13051
1781193725990,16:02:05.990,160,1010,0,145796,13051,1,3,5,MQClientException:13051
1781193726991,16:02:06.991,161,1006,0,146802,13051,1,3,6,MQClientException:13051
1781193727991,16:02:07.991,162,1004,0,147806,13051,1,2,5,MQClientException:13051
1781193728991,16:02:08.991,163,1001,0,148807,13051,1,2,6,MQClientException:13051
1781193729992,16:02:09.992,164,1007,0,149814,13051,1,2,7,MQClientException:13051
1781193730992,16:02:10.992,165,1001,0,150815,13051,1,3,8,MQClientException:13051
1781193731992,16:02:11.992,166,1004,0,151819,13051,1,3,8,MQClientException:13051
1781193732993,16:02:12.993,167,1005,0,152824,13051,1,3,6,MQClientException:13051
1781193733993,16:02:13.993,168,1001,0,153825,13051,1,3,7,MQClientException:13051
1781193734993,16:02:14.993,169,1009,0,154834,13051,1,2,5,MQClientException:13051
1781193735994,16:02:15.994,170,1004,0,155839,13051,1,4,9,MQClientException:13051
1781193736994,16:02:16.994,171,1004,0,156843,13051,1,3,11,MQClientException:13051
1781193737996,16:02:17.996,172,1004,0,157848,13051,1,2,3,MQClientException:13051
1781193738996,16:02:18.996,173,1010,0,158856,13051,1,2,3,MQClientException:13051
1781193739997,16:02:19.997,174,1005,0,159861,13051,1,2,5,MQClientException:13051
1781193740997,16:02:20.997,175,1006,0,160867,13051,1,3,7,MQClientException:13051
1781193741997,16:02:21.997,176,1003,0,161871,13051,1,3,9,MQClientException:13051
1781193742998,16:02:22.998,177,1002,0,162872,13051,1,6,10,MQClientException:13051
1781193743998,16:02:23.998,178,1006,0,163878,13051,1,2,3,MQClientException:13051
1781193744998,16:02:24.998,179,1005,0,164884,13051,1,2,3,MQClientException:13051
1781193745999,16:02:25.999,180,1006,0,165889,13051,1,2,4,MQClientException:13051
1781193746999,16:02:26.999,181,1007,0,166899,13051,1,2,6,MQClientException:13051
1781193747999,16:02:27.999,182,1003,0,167899,13051,1,3,4,MQClientException:13051
1781193749000,16:02:29.000,183,1000,0,168899,13051,1,2,4,MQClientException:13051
1781193750000,16:02:30.000,184,1001,0,169900,13051,1,2,4,MQClientException:13051
1781193751000,16:02:31.000,185,1006,0,170906,13051,1,2,4,MQClientException:13051
1781193752001,16:02:32.001,186,1002,0,171911,13051,1,4,6,MQClientException:13051
1781193753001,16:02:33.001,187,1005,0,172913,13051,1,2,5,MQClientException:13051
1781193754002,16:02:34.002,188,1002,0,173915,13051,1,2,4,MQClientException:13051
1781193755002,16:02:35.002,189,1006,0,174921,13051,1,3,13,MQClientException:13051
1781193756002,16:02:36.002,190,1002,0,175923,13051,1,2,4,MQClientException:13051
1781193757003,16:02:37.003,191,1003,0,176926,13051,1,3,8,MQClientException:13051
1781193758003,16:02:38.003,192,1006,0,177932,13051,1,2,4,MQClientException:13051
1781193759003,16:02:39.003,193,1003,0,178935,13051,1,2,5,MQClientException:13051
1781193760004,16:02:40.004,194,1005,0,179940,13051,1,2,4,MQClientException:13051
1781193761004,16:02:41.004,195,1005,0,180945,13051,1,2,4,MQClientException:13051
=== PRODUCE_DONE ===
PRODUCE_DONE okTotal=226001 failTotal=13051 runId=killA

[stderr]

